person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
47,49600,RENT,12.0,HOMEIMPROVEMENT,A,13000,5.4,0,0.26,N,6
28,68800,MORTGAGE,8.1,PERSONAL,D,34700,9.16,0,0.5,Y,5
55,41000,RENT,4.5,MEDICAL,C,11300,8.88,0,0.28,N,2
65,53400,RENT,17.6,DEBTCONSOLIDATION,B,25800,5.97,0,0.48,N,4
37,54500,RENT,7.2,MEDICAL,D,11000,8.98,0,0.2,Y,1
62,97100,RENT,5.7,HOMEIMPROVEMENT,E,37900,9.4,1,0.39,Y,6
45,136200,MORTGAGE,2.0,HOMEIMPROVEMENT,C,50000,8.48,0,0.37,N,6
38,109300,MORTGAGE,3.9,HOMEIMPROVEMENT,A,42600,5.49,0,0.39,N,4
35,102700,RENT,6.4,HOMEIMPROVEMENT,E,47900,8.35,1,0.47,N,3
22,53300,MORTGAGE,6.0,PERSONAL,C,22900,8.79,0,0.43,N,4
70,61500,RENT,10.1,PERSONAL,B,32100,7.57,0,0.52,N,19
57,52700,OWN,8.2,EDUCATION,A,16400,5.79,0,0.31,N,13
35,45800,RENT,11.5,MEDICAL,C,27200,9.07,0,0.59,N,1
38,93300,MORTGAGE,3.5,DEBTCONSOLIDATION,A,18500,7.04,0,0.2,N,5
42,53600,MORTGAGE,1.0,PERSONAL,B,2200,6.1,0,0.04,Y,3
29,69400,RENT,5.8,VENTURE,E,43400,8.47,0,0.63,N,1
50,63600,OTHER,27.7,VENTURE,A,34800,6.3,0,0.55,N,7
46,188300,RENT,17.4,EDUCATION,A,12400,5.4,0,0.07,N,6
52,93100,OWN,4.7,DEBTCONSOLIDATION,B,50000,6.64,0,0.54,N,2
25,80900,OTHER,9.0,MEDICAL,E,46400,10.84,0,0.57,N,5
62,153000,MORTGAGE,8.6,VENTURE,A,50000,5.4,0,0.33,N,2
63,80700,MORTGAGE,3.6,VENTURE,B,35400,5.82,0,0.44,N,2
58,102800,RENT,3.5,VENTURE,B,17200,6.82,0,0.17,N,1
38,88200,MORTGAGE,7.8,EDUCATION,A,25900,8.67,0,0.29,N,14
49,53800,RENT,1.7,HOMEIMPROVEMENT,A,5500,5.4,0,0.1,N,15
39,66900,RENT,6.8,MEDICAL,A,6100,7.71,0,0.09,N,5
37,72400,MORTGAGE,1.1,DEBTCONSOLIDATION,D,28800,7.69,0,0.4,N,1
24,135000,RENT,4.7,EDUCATION,B,50000,5.49,0,0.37,N,7
63,85400,RENT,8.9,MEDICAL,A,21400,5.4,0,0.25,N,10
29,45100,RENT,4.0,VENTURE,E,24200,10.65,0,0.54,N,3
35,42500,RENT,4.8,HOMEIMPROVEMENT,A,2300,5.4,0,0.05,N,5
21,80900,RENT,5.0,PERSONAL,C,18700,9.22,0,0.23,N,5
49,96700,RENT,4.8,DEBTCONSOLIDATION,A,15900,6.04,0,0.16,N,8
52,172100,RENT,2.6,MEDICAL,A,27100,6.89,0,0.16,N,9
21,86200,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15100,5.4,0,0.18,Y,5
49,81300,RENT,8.3,VENTURE,D,47600,9.68,0,0.59,N,3
62,80800,RENT,11.4,DEBTCONSOLIDATION,B,31600,7.96,0,0.39,N,3
69,94600,RENT,7.3,DEBTCONSOLIDATION,B,33700,7.45,0,0.36,N,18
66,74800,OWN,3.8,VENTURE,E,26300,8.71,0,0.35,Y,13
46,150800,RENT,3.9,MEDICAL,A,16600,6.59,0,0.11,N,12
26,45000,RENT,9.5,EDUCATION,D,15800,8.15,1,0.35,Y,10
30,88100,RENT,11.1,EDUCATION,B,31800,8.79,1,0.36,N,4
24,121000,RENT,7.7,PERSONAL,C,50000,8.87,0,0.41,N,3
49,44000,MORTGAGE,6.9,DEBTCONSOLIDATION,D,18700,10.43,0,0.42,Y,17
54,55500,OWN,8.5,DEBTCONSOLIDATION,C,35500,7.49,0,0.64,N,8
32,152500,MORTGAGE,14.5,EDUCATION,A,47500,5.4,0,0.31,N,4
63,41000,OWN,3.5,MEDICAL,C,21000,7.14,1,0.51,N,1
45,53700,OTHER,10.9,PERSONAL,A,4900,5.89,0,0.09,N,23
30,100300,RENT,10.9,DEBTCONSOLIDATION,A,13500,7.24,0,0.13,N,3
63,86300,RENT,4.2,PERSONAL,B,22600,6.26,0,0.26,N,5
63,116100,RENT,6.4,DEBTCONSOLIDATION,A,12200,5.67,0,0.11,N,10
57,92400,OWN,8.5,VENTURE,B,13900,5.83,0,0.15,Y,2
55,68700,OWN,1.5,PERSONAL,D,22200,6.67,0,0.32,Y,9
21,63900,RENT,2.6,HOMEIMPROVEMENT,C,13300,6.26,0,0.21,N,5
61,53000,RENT,3.4,HOMEIMPROVEMENT,A,3400,7.2,0,0.06,N,3
33,90500,MORTGAGE,1.8,DEBTCONSOLIDATION,D,42900,7.05,0,0.47,N,10
39,35700,RENT,3.4,PERSONAL,A,9700,8.97,0,0.27,N,9
68,65800,RENT,4.6,PERSONAL,E,36800,9.65,1,0.56,N,4
48,65400,MORTGAGE,11.4,EDUCATION,A,24300,8.22,0,0.37,N,8
47,50600,RENT,3.7,DEBTCONSOLIDATION,A,7200,5.4,0,0.14,N,3
66,168300,RENT,7.2,DEBTCONSOLIDATION,A,30200,5.74,0,0.18,N,7
65,72400,OWN,2.8,PERSONAL,A,8400,5.63,0,0.12,N,10
56,103600,OWN,6.6,MEDICAL,B,36900,5.4,0,0.36,N,12
48,39600,MORTGAGE,12.8,HOMEIMPROVEMENT,A,3600,5.79,0,0.09,N,15
30,34600,RENT,8.3,MEDICAL,B,8800,5.4,1,0.25,N,8
68,152900,MORTGAGE,6.7,EDUCATION,C,14800,9.63,0,0.1,Y,4
41,94600,RENT,3.1,MEDICAL,A,11200,5.4,0,0.12,N,15
23,90400,MORTGAGE,5.0,DEBTCONSOLIDATION,C,50000,8.83,1,0.55,N,3
34,50600,OWN,7.9,PERSONAL,A,12400,6.28,0,0.25,N,8
35,41300,RENT,5.6,EDUCATION,E,22100,8.11,1,0.54,N,3
65,49700,OWN,0.3,DEBTCONSOLIDATION,D,4300,7.98,0,0.09,Y,4
70,82000,MORTGAGE,3.5,DEBTCONSOLIDATION,C,24600,9.19,0,0.3,N,4
24,46100,MORTGAGE,7.6,HOMEIMPROVEMENT,B,20500,8.55,0,0.44,N,4
57,72800,MORTGAGE,11.7,PERSONAL,B,39500,5.4,0,0.54,N,10
33,63800,MORTGAGE,9.0,MEDICAL,B,32700,6.67,1,0.51,N,9
37,28000,MORTGAGE,8.9,EDUCATION,B,2100,5.95,0,0.08,Y,3
34,97100,RENT,6.0,EDUCATION,B,45400,6.21,0,0.47,N,2
33,77700,MORTGAGE,1.6,PERSONAL,B,28400,8.67,1,0.37,N,3
68,91700,RENT,30.0,EDUCATION,C,43000,5.4,0,0.47,Y,1
48,45900,RENT,6.0,VENTURE,C,7300,8.4,0,0.16,N,4
38,25700,OWN,2.7,DEBTCONSOLIDATION,B,5800,6.88,0,0.23,Y,6
37,39200,RENT,8.6,MEDICAL,D,20700,9.96,0,0.53,N,7
25,106300,RENT,7.2,VENTURE,A,36900,5.4,0,0.35,N,9
49,98400,RENT,6.1,HOMEIMPROVEMENT,D,42900,8.8,0,0.44,Y,4
42,79500,MORTGAGE,1.5,EDUCATION,E,44500,10.49,0,0.56,Y,11
49,31700,OWN,2.5,EDUCATION,B,15500,6.83,0,0.49,N,4
36,37700,MORTGAGE,8.3,DEBTCONSOLIDATION,C,13700,9.85,0,0.36,N,7
60,24200,MORTGAGE,6.4,EDUCATION,B,4700,9.16,0,0.19,N,9
46,65700,MORTGAGE,4.2,HOMEIMPROVEMENT,A,3100,7.06,0,0.05,N,4
29,59000,MORTGAGE,0.9,MEDICAL,D,24200,9.85,1,0.41,N,6
26,118500,RENT,10.0,HOMEIMPROVEMENT,C,31700,5.94,0,0.27,Y,6
46,52800,OWN,1.7,DEBTCONSOLIDATION,C,25400,6.97,1,0.48,N,16
30,60500,MORTGAGE,3.8,VENTURE,F,37300,9.18,1,0.62,Y,3
55,99900,RENT,15.2,MEDICAL,A,21100,5.46,0,0.21,N,2
69,96000,MORTGAGE,5.8,DEBTCONSOLIDATION,D,19900,5.66,0,0.21,Y,2
38,60800,MORTGAGE,9.1,DEBTCONSOLIDATION,A,25300,5.4,0,0.42,N,1
70,73700,RENT,8.8,EDUCATION,C,14200,9.08,0,0.19,Y,26
31,61100,OWN,3.4,PERSONAL,B,22800,7.19,0,0.37,N,10
68,68900,RENT,1.7,VENTURE,D,20300,7.57,1,0.29,Y,17
27,65500,RENT,4.8,MEDICAL,A,10500,5.4,0,0.16,N,6
64,106000,RENT,7.0,DEBTCONSOLIDATION,B,33500,7.36,1,0.32,N,3
67,61700,OWN,3.7,MEDICAL,D,19600,7.92,1,0.32,Y,8
60,94400,RENT,2.9,PERSONAL,A,19300,7.63,0,0.2,N,8
36,104800,RENT,12.6,DEBTCONSOLIDATION,C,49500,8.28,0,0.47,N,6
58,130800,RENT,5.8,EDUCATION,B,22600,6.86,0,0.17,N,1
66,46600,OTHER,4.2,PERSONAL,A,2200,6.67,0,0.05,N,8
37,67700,MORTGAGE,3.0,PERSONAL,C,40700,6.22,0,0.6,N,10
54,183100,RENT,2.9,DEBTCONSOLIDATION,B,50000,9.44,0,0.27,N,4
57,81400,MORTGAGE,15.3,HOMEIMPROVEMENT,B,12000,5.94,0,0.15,N,2
30,39500,RENT,2.9,PERSONAL,E,18000,7.33,0,0.46,N,10
69,116100,OWN,21.4,MEDICAL,A,17600,8.29,0,0.15,N,5
63,276200,RENT,2.4,DEBTCONSOLIDATION,C,50000,8.85,0,0.18,Y,11
48,45200,RENT,3.4,EDUCATION,C,21700,5.69,0,0.48,N,6
37,89300,MORTGAGE,14.8,DEBTCONSOLIDATION,E,50000,8.54,0,0.56,N,1
37,166900,OWN,4.4,DEBTCONSOLIDATION,A,40000,6.49,0,0.24,N,5
67,194200,MORTGAGE,2.8,EDUCATION,A,50000,7.05,0,0.26,N,9
66,158500,RENT,6.0,MEDICAL,A,33000,6.05,0,0.21,N,6
57,129700,OWN,4.7,DEBTCONSOLIDATION,A,39400,6.89,0,0.3,N,24
28,30500,OWN,12.0,DEBTCONSOLIDATION,A,7400,6.6,0,0.24,N,12
35,44600,MORTGAGE,1.0,PERSONAL,B,11800,5.4,0,0.26,N,7
50,184000,OWN,4.6,PERSONAL,B,50000,5.72,0,0.27,N,6
39,22400,MORTGAGE,9.5,DEBTCONSOLIDATION,D,13900,8.95,0,0.62,N,9
67,106700,RENT,6.1,EDUCATION,D,50000,7.48,1,0.47,N,8
66,173700,RENT,5.7,MEDICAL,C,50000,9.56,0,0.29,N,5
66,80800,MORTGAGE,4.1,EDUCATION,C,30800,7.28,0,0.38,N,4
67,78700,RENT,2.3,PERSONAL,A,25200,6.33,0,0.32,N,7
41,45300,RENT,10.4,PERSONAL,C,17200,7.12,0,0.38,N,6
38,50800,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3300,5.4,0,0.06,N,4
25,39200,RENT,9.0,DEBTCONSOLIDATION,F,20800,13.29,1,0.53,Y,9
55,126100,RENT,10.3,EDUCATION,A,50000,6.46,0,0.4,N,21
29,62900,MORTGAGE,4.8,VENTURE,A,11900,6.65,0,0.19,N,2
61,57700,MORTGAGE,8.7,VENTURE,B,18000,7.0,0,0.31,N,6
26,78300,RENT,6.5,HOMEIMPROVEMENT,A,6800,7.22,0,0.09,N,9
23,112600,RENT,1.7,DEBTCONSOLIDATION,A,13700,8.65,0,0.12,N,7
49,32500,RENT,1.5,VENTURE,C,11600,6.78,0,0.36,N,5
62,100800,OTHER,10.0,VENTURE,D,50000,7.91,0,0.5,N,5
55,55400,RENT,11.5,HOMEIMPROVEMENT,C,18900,6.58,0,0.34,N,9
49,81700,RENT,6.6,VENTURE,C,18200,8.29,0,0.22,N,4
37,118500,RENT,6.4,PERSONAL,C,50000,8.9,0,0.42,N,2
27,41900,RENT,5.0,MEDICAL,C,3600,9.31,0,0.09,Y,7
53,76900,MORTGAGE,8.9,HOMEIMPROVEMENT,A,16400,7.25,0,0.21,N,13
58,119800,RENT,7.6,MEDICAL,D,50000,11.05,0,0.42,N,4
27,84400,MORTGAGE,11.0,EDUCATION,C,50000,7.36,0,0.59,N,4
69,104500,MORTGAGE,8.1,EDUCATION,A,9000,5.66,0,0.09,N,4
48,44100,OWN,5.6,DEBTCONSOLIDATION,A,16700,5.4,0,0.38,N,7
33,55600,RENT,16.4,MEDICAL,C,17200,7.19,1,0.31,Y,7
37,61900,RENT,2.3,DEBTCONSOLIDATION,A,15100,5.4,0,0.24,N,3
27,60600,MORTGAGE,4.8,VENTURE,A,11700,6.29,0,0.19,N,6
57,84300,MORTGAGE,7.8,PERSONAL,C,50000,9.59,0,0.59,N,5
49,65900,MORTGAGE,11.5,PERSONAL,C,19600,8.06,0,0.3,Y,7
34,113600,RENT,11.6,PERSONAL,C,30800,8.23,0,0.27,N,16
29,53900,MORTGAGE,7.7,MEDICAL,A,19800,6.01,0,0.37,N,2
24,42900,RENT,8.0,DEBTCONSOLIDATION,B,5000,8.95,0,0.12,Y,7
70,199000,RENT,3.5,DEBTCONSOLIDATION,B,16900,5.98,0,0.08,N,4
56,57300,MORTGAGE,6.7,VENTURE,A,19900,7.79,0,0.35,N,1
33,79000,RENT,8.9,PERSONAL,C,43900,6.05,0,0.56,N,9
47,129700,RENT,7.8,DEBTCONSOLIDATION,A,33300,5.4,0,0.26,N,9
66,212500,RENT,2.0,VENTURE,A,10200,5.4,0,0.05,N,11
64,113200,OWN,13.3,PERSONAL,A,8500,5.4,0,0.08,N,13
37,107200,MORTGAGE,3.4,EDUCATION,D,50000,8.33,1,0.47,N,7
55,28400,RENT,13.3,DEBTCONSOLIDATION,A,5700,5.97,0,0.2,N,6
27,57800,MORTGAGE,6.3,DEBTCONSOLIDATION,A,7200,5.4,0,0.12,N,2
60,110400,OWN,2.6,MEDICAL,C,50000,8.85,0,0.45,N,12
64,44500,MORTGAGE,0.6,PERSONAL,C,15900,10.5,0,0.36,N,6
56,163000,RENT,14.8,PERSONAL,B,50000,5.89,0,0.31,N,3
22,124800,MORTGAGE,6.0,MEDICAL,A,19900,6.66,0,0.16,N,5
51,127300,RENT,4.8,DEBTCONSOLIDATION,B,19000,5.4,0,0.15,N,2
67,135700,RENT,6.4,EDUCATION,C,49300,7.87,0,0.36,N,3
42,62800,OTHER,2.4,DEBTCONSOLIDATION,C,25900,6.95,0,0.41,N,8
63,55700,MORTGAGE,2.1,DEBTCONSOLIDATION,A,20300,5.52,0,0.36,N,16
22,154400,RENT,3.6,DEBTCONSOLIDATION,A,21800,5.4,0,0.14,N,6
64,209100,MORTGAGE,12.1,DEBTCONSOLIDATION,A,50000,7.28,0,0.24,N,9
40,62700,MORTGAGE,6.7,VENTURE,C,25500,8.15,0,0.41,N,2
39,43900,RENT,11.4,DEBTCONSOLIDATION,B,17800,8.43,0,0.41,N,12
41,139600,OWN,1.4,VENTURE,B,48600,7.76,0,0.35,N,5
26,50500,MORTGAGE,10.0,DEBTCONSOLIDATION,A,5600,6.66,0,0.11,N,10
33,46300,RENT,2.3,PERSONAL,A,4400,6.52,0,0.1,N,10
38,49800,MORTGAGE,7.4,DEBTCONSOLIDATION,D,31900,8.63,0,0.64,N,1
68,74500,MORTGAGE,7.6,DEBTCONSOLIDATION,C,41000,5.6,0,0.55,N,7
21,35500,MORTGAGE,4.6,DEBTCONSOLIDATION,C,18800,7.71,0,0.53,N,5
42,56600,RENT,2.2,MEDICAL,D,21500,8.61,0,0.38,N,1
31,93200,OWN,12.2,EDUCATION,A,22400,6.56,0,0.24,N,3
45,90800,OTHER,6.0,DEBTCONSOLIDATION,A,11600,5.6,0,0.13,N,8
36,35600,OWN,8.0,HOMEIMPROVEMENT,A,7900,5.4,0,0.22,N,12
32,31300,RENT,8.7,PERSONAL,D,11300,10.58,0,0.36,Y,8
26,45200,OWN,10.0,PERSONAL,A,3800,6.61,0,0.08,N,9
60,110100,RENT,5.0,MEDICAL,C,43500,7.32,0,0.4,N,7
36,22700,MORTGAGE,1.7,HOMEIMPROVEMENT,D,9200,7.69,0,0.41,Y,3
52,44200,RENT,8.0,DEBTCONSOLIDATION,A,12600,5.4,0,0.29,N,13
40,95400,RENT,7.2,HOMEIMPROVEMENT,C,34900,9.95,0,0.37,N,1
28,95900,MORTGAGE,2.8,MEDICAL,D,43200,10.22,0,0.45,N,7
33,23900,MORTGAGE,3.2,MEDICAL,B,3500,5.4,1,0.15,N,1
68,48600,MORTGAGE,6.6,PERSONAL,A,15700,6.19,0,0.32,N,4
55,74500,RENT,7.3,EDUCATION,E,47800,8.81,0,0.64,N,1
45,55100,MORTGAGE,5.2,EDUCATION,A,22000,5.4,0,0.4,N,9
30,91200,RENT,14.0,HOMEIMPROVEMENT,B,42400,7.84,0,0.46,N,10
45,37500,MORTGAGE,0.3,MEDICAL,A,7600,5.83,0,0.2,N,8
65,96900,MORTGAGE,1.4,EDUCATION,B,38600,6.92,0,0.4,N,5
46,51400,MORTGAGE,10.8,EDUCATION,D,32700,8.92,1,0.64,N,7
67,75700,RENT,2.8,EDUCATION,A,9300,5.4,0,0.12,N,29
63,51000,MORTGAGE,7.8,VENTURE,C,15000,9.71,0,0.29,N,3
56,83900,RENT,2.6,PERSONAL,C,50000,7.01,0,0.6,N,15
44,95300,OWN,1.8,VENTURE,B,13900,5.4,0,0.15,N,2
59,174500,OWN,11.9,DEBTCONSOLIDATION,B,50000,5.4,0,0.29,N,7
30,44400,RENT,3.6,EDUCATION,D,27900,10.32,1,0.63,N,4
41,72600,MORTGAGE,2.7,MEDICAL,B,4000,6.98,0,0.06,Y,6
23,42300,MORTGAGE,5.3,MEDICAL,E,26000,9.69,0,0.61,N,7
30,38600,RENT,4.9,PERSONAL,B,12300,6.92,0,0.32,N,3
35,118500,MORTGAGE,5.8,HOMEIMPROVEMENT,C,29800,8.26,0,0.25,N,5
35,101400,OWN,1.0,DEBTCONSOLIDATION,A,50000,5.8,0,0.49,N,14
29,98400,RENT,5.2,PERSONAL,E,50000,8.34,0,0.51,N,1
25,72200,RENT,9.0,MEDICAL,A,3400,6.02,0,0.05,N,4
66,70100,RENT,3.8,PERSONAL,D,28500,8.46,1,0.41,N,11
49,34400,MORTGAGE,0.9,HOMEIMPROVEMENT,C,16700,8.58,1,0.49,N,7
42,143700,RENT,3.7,HOMEIMPROVEMENT,C,50000,7.34,0,0.35,N,6
34,45400,OWN,3.7,MEDICAL,B,15800,8.09,0,0.35,N,2
61,72700,MORTGAGE,9.5,DEBTCONSOLIDATION,A,35600,6.97,0,0.49,N,11
34,56000,RENT,5.9,DEBTCONSOLIDATION,A,9500,7.53,0,0.17,N,2
48,28900,RENT,3.2,MEDICAL,B,5400,5.87,0,0.19,N,5
35,44500,OWN,7.4,VENTURE,B,15500,5.42,0,0.35,N,4
23,93500,OWN,7.0,EDUCATION,C,47700,7.39,0,0.51,N,6
42,43600,MORTGAGE,6.5,DEBTCONSOLIDATION,A,4500,6.19,0,0.1,N,3
62,172700,RENT,6.6,MEDICAL,A,50000,5.4,0,0.29,N,13
52,46900,RENT,1.6,VENTURE,C,17500,7.33,1,0.37,N,3
21,113200,RENT,5.0,DEBTCONSOLIDATION,D,32600,7.94,0,0.29,Y,5
44,62200,MORTGAGE,0.6,DEBTCONSOLIDATION,E,35500,6.71,1,0.57,N,7
54,98400,MORTGAGE,7.7,VENTURE,B,23800,5.4,0,0.24,N,4
40,73700,MORTGAGE,10.5,EDUCATION,A,4700,7.03,0,0.06,N,23
61,105200,RENT,9.5,PERSONAL,B,17300,7.15,0,0.16,N,6
70,85800,RENT,6.1,PERSONAL,C,40600,5.4,0,0.47,N,2
55,51200,MORTGAGE,21.7,HOMEIMPROVEMENT,A,5300,5.99,0,0.1,N,8
44,48600,MORTGAGE,9.5,DEBTCONSOLIDATION,A,6500,5.4,0,0.13,N,11
65,100600,RENT,11.8,MEDICAL,C,45100,7.32,0,0.45,N,9
57,77000,OTHER,5.2,VENTURE,C,23700,6.75,0,0.31,N,7
28,93500,OWN,1.8,PERSONAL,B,15400,6.95,0,0.16,Y,7
50,143600,RENT,9.3,DEBTCONSOLIDATION,A,50000,5.4,0,0.35,N,9
67,134200,OWN,9.3,DEBTCONSOLIDATION,A,19200,6.19,0,0.14,N,3
26,84200,RENT,4.5,DEBTCONSOLIDATION,E,42200,12.96,1,0.5,Y,9
34,44300,RENT,6.7,VENTURE,D,22500,8.11,0,0.51,N,6
24,68600,RENT,8.0,PERSONAL,C,36400,6.67,0,0.53,N,8
22,36100,RENT,3.6,DEBTCONSOLIDATION,B,8600,7.34,0,0.24,N,5
56,130600,OWN,8.4,DEBTCONSOLIDATION,A,39000,6.89,0,0.3,N,20
49,33700,MORTGAGE,6.3,DEBTCONSOLIDATION,B,6400,7.13,0,0.19,N,1
50,108500,RENT,3.4,EDUCATION,C,50000,5.61,0,0.46,N,4
65,63300,MORTGAGE,3.7,PERSONAL,A,12600,5.91,0,0.2,N,4
27,39800,MORTGAGE,4.1,VENTURE,C,21700,7.79,0,0.55,N,11
28,179700,RENT,3.1,DEBTCONSOLIDATION,E,50000,10.1,1,0.28,Y,4
40,72100,RENT,3.8,MEDICAL,A,18000,7.21,0,0.25,N,4
62,59100,MORTGAGE,18.9,VENTURE,B,25500,6.34,0,0.43,N,3
55,74400,MORTGAGE,7.4,MEDICAL,A,2700,7.49,0,0.04,N,2
70,87600,RENT,1.3,VENTURE,B,24200,5.96,0,0.28,N,13
48,110300,MORTGAGE,14.1,MEDICAL,C,50000,9.49,0,0.45,N,3
44,84900,RENT,15.1,VENTURE,A,12900,8.43,0,0.15,N,15
64,49400,RENT,8.4,PERSONAL,B,21200,5.69,0,0.43,N,5
33,46200,MORTGAGE,10.9,DEBTCONSOLIDATION,A,4700,5.4,0,0.1,N,8
55,114100,RENT,2.5,DEBTCONSOLIDATION,C,40400,7.59,1,0.35,N,10
25,55900,RENT,5.0,DEBTCONSOLIDATION,C,25800,6.84,0,0.46,N,8
44,63400,RENT,12.4,EDUCATION,A,18400,6.29,0,0.29,N,5
27,77700,RENT,4.6,HOMEIMPROVEMENT,D,39700,9.6,0,0.51,N,11
21,63500,RENT,5.0,MEDICAL,B,13200,7.8,0,0.21,Y,5
59,50700,MORTGAGE,6.2,DEBTCONSOLIDATION,C,24400,6.58,0,0.48,N,15
58,102900,RENT,6.7,EDUCATION,A,5300,6.96,0,0.05,N,14
44,34500,OWN,6.5,DEBTCONSOLIDATION,A,7800,6.75,0,0.23,N,13
35,66300,RENT,3.7,EDUCATION,A,7600,5.86,0,0.11,N,4
59,60300,OWN,10.6,DEBTCONSOLIDATION,B,16000,6.84,0,0.27,Y,3
35,49600,RENT,3.4,MEDICAL,B,13500,6.62,0,0.27,N,2
48,202600,RENT,6.3,MEDICAL,A,50000,6.81,0,0.25,N,14
25,25600,RENT,3.8,EDUCATION,B,7200,6.53,1,0.28,N,2
64,127400,MORTGAGE,5.7,PERSONAL,C,50000,8.64,0,0.39,N,4
67,40100,RENT,3.9,PERSONAL,B,12700,5.4,0,0.32,N,5
56,32400,MORTGAGE,11.6,VENTURE,F,18400,10.35,0,0.57,Y,3
56,93400,OWN,8.9,DEBTCONSOLIDATION,B,21200,6.47,0,0.23,N,2
28,71400,RENT,4.9,MEDICAL,D,33700,9.69,0,0.47,N,6
55,73500,OWN,6.7,DEBTCONSOLIDATION,C,35600,8.47,0,0.48,N,8
55,101000,MORTGAGE,7.6,HOMEIMPROVEMENT,C,50000,7.39,0,0.5,Y,15
45,143900,RENT,5.2,MEDICAL,D,50000,7.19,0,0.35,Y,7
29,161900,RENT,13.0,HOMEIMPROVEMENT,A,50000,6.38,0,0.31,N,8
50,119100,MORTGAGE,7.4,EDUCATION,B,35500,6.58,0,0.3,N,2
28,55200,MORTGAGE,1.0,DEBTCONSOLIDATION,C,17600,8.24,0,0.32,Y,6
65,89400,RENT,5.0,DEBTCONSOLIDATION,D,50000,7.19,0,0.56,N,10
68,104900,RENT,5.6,PERSONAL,D,50000,8.86,0,0.48,N,2
22,77900,RENT,2.2,DEBTCONSOLIDATION,A,9900,5.4,0,0.13,N,6
28,78600,OWN,4.6,DEBTCONSOLIDATION,F,45300,11.75,0,0.58,Y,6
41,89400,MORTGAGE,9.0,DEBTCONSOLIDATION,B,22500,6.96,1,0.25,N,7
35,46100,RENT,6.8,VENTURE,A,5000,7.0,0,0.11,N,3
26,95500,MORTGAGE,3.7,MEDICAL,D,48100,9.42,0,0.5,N,5
56,76500,MORTGAGE,7.9,DEBTCONSOLIDATION,C,44300,6.38,0,0.58,N,16
52,118900,RENT,1.2,EDUCATION,A,15100,7.83,0,0.13,N,11
60,107900,OWN,4.9,MEDICAL,C,50000,8.14,0,0.46,N,6
68,66200,OWN,5.7,DEBTCONSOLIDATION,D,28000,8.02,0,0.42,Y,3
39,50800,RENT,14.3,VENTURE,B,11900,5.61,0,0.23,Y,10
65,84900,MORTGAGE,0.7,PERSONAL,A,20400,5.97,0,0.24,N,7
28,137300,RENT,5.5,DEBTCONSOLIDATION,E,50000,10.94,1,0.36,Y,5
27,169700,RENT,4.4,HOMEIMPROVEMENT,B,50000,6.54,0,0.29,N,6
65,42300,RENT,12.4,MEDICAL,E,14000,12.09,0,0.33,Y,2
56,55700,RENT,1.2,MEDICAL,C,14900,6.56,0,0.27,N,7
25,61500,RENT,5.0,PERSONAL,A,10300,6.87,0,0.17,N,9
61,105300,MORTGAGE,4.2,MEDICAL,C,26800,7.95,0,0.25,Y,8
55,94300,MORTGAGE,14.7,PERSONAL,A,20800,6.06,0,0.22,N,9
38,72200,OWN,5.7,VENTURE,C,25000,8.55,0,0.35,N,1
41,59400,RENT,8.4,VENTURE,C,17800,7.71,0,0.3,N,1
32,54500,MORTGAGE,1.4,DEBTCONSOLIDATION,A,9300,7.31,0,0.17,N,7
62,120000,MORTGAGE,5.5,DEBTCONSOLIDATION,C,42000,5.4,0,0.35,N,5
24,93200,RENT,0.2,DEBTCONSOLIDATION,E,43900,9.87,1,0.47,Y,7
31,89700,RENT,5.5,VENTURE,B,35500,6.93,0,0.4,N,15
33,77600,RENT,4.7,EDUCATION,E,45900,10.85,0,0.59,N,8
42,73500,RENT,15.2,HOMEIMPROVEMENT,A,30600,5.61,0,0.42,N,15
34,56300,MORTGAGE,16.2,DEBTCONSOLIDATION,A,20000,5.4,0,0.36,N,1
25,78400,MORTGAGE,8.6,DEBTCONSOLIDATION,A,19400,6.77,0,0.25,N,9
53,80100,RENT,7.4,DEBTCONSOLIDATION,A,16100,5.4,0,0.2,N,10
23,24600,OWN,3.0,DEBTCONSOLIDATION,A,1500,5.4,0,0.06,N,7
28,54700,RENT,1.7,DEBTCONSOLIDATION,C,16900,8.22,0,0.31,N,7
34,65500,MORTGAGE,10.5,HOMEIMPROVEMENT,A,5800,5.4,0,0.09,N,6
46,55500,RENT,6.2,VENTURE,C,7700,7.54,0,0.14,N,3
34,77900,MORTGAGE,6.2,VENTURE,A,12900,7.07,0,0.17,N,7
45,80300,RENT,4.0,EDUCATION,A,23000,5.58,0,0.29,N,10
40,50500,RENT,8.3,DEBTCONSOLIDATION,C,25900,7.3,0,0.51,N,6
26,77300,RENT,2.6,DEBTCONSOLIDATION,A,7000,8.76,0,0.09,N,5
40,69700,MORTGAGE,8.3,DEBTCONSOLIDATION,C,30600,8.27,0,0.44,N,14
28,33600,MORTGAGE,5.1,MEDICAL,F,21500,12.35,0,0.64,Y,3
67,121000,MORTGAGE,9.0,PERSONAL,C,34800,8.28,0,0.29,Y,4
